Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Jesús Rodríguez,Puebla,GK,,MEX,30.0,34.0,0.0,0.0,0.0,0.0,0.0,0.24,0.03,63.6,80.7,99.4,99.4,58.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1.41,31.29,864.26,575.12,0.06,-0.0,0.0,0.06,0.0,41.15,0.03,21.15,65.88
Kevin Velasco,Puebla,MF,,COL,26.0,26.1,0.08,0.11,0.14,0.16,28.1,4.13,0.42,33.3,78.3,88.8,84.3,50.8,44.1,0.73,0.04,0.11,0.07,0.29,0.19,7.74,3.56,0.0,0.57,0.8,4.6,30.27,474.06,116.25,1.69,-0.04,0.19,0.57,4.64,49.81,3.91,34.64,145.21
Lucas Cavallini,Puebla,FW,,CAN,30.0,9.5,0.32,0.0,0.25,0.05,50.0,1.37,0.0,50.0,62.9,68.7,69.8,71.4,33.3,0.74,0.08,0.29,0.07,0.21,0.32,4.95,1.37,0.0,0.21,0.42,1.05,11.26,167.58,28.42,0.21,-0.04,0.0,0.0,0.32,30.74,2.53,18.95,26.0
Luis García,Puebla,MF,DF,MEX,30.0,9.7,0.1,0.1,0.12,0.27,31.6,2.59,0.21,41.7,63.7,83.9,67.8,40.8,45.0,0.31,0.06,0.33,0.07,0.39,0.21,7.73,1.13,0.0,0.62,0.52,4.43,22.47,405.77,134.02,1.65,-0.16,0.0,0.31,6.29,44.64,2.06,26.49,94.95
Martín Barragán,Puebla,FW,,MEX,32.0,13.6,0.0,0.0,0.33,0.06,50.0,3.02,0.29,44.2,75.2,79.2,78.9,73.5,26.3,1.03,0.0,0.0,0.1,0.4,0.0,4.19,1.99,0.0,0.22,0.22,2.13,16.47,266.32,56.32,1.1,-0.06,0.07,0.22,0.22,33.97,1.4,18.9,26.84
Miguel Sansores,Puebla,FW,MF,MEX,32.0,10.9,0.37,0.18,0.33,0.12,50.0,2.75,0.37,46.7,71.1,81.7,70.9,52.0,55.6,0.73,0.21,0.5,0.19,0.45,0.55,5.78,2.57,0.0,0.83,1.19,2.94,18.99,272.11,69.17,1.19,0.06,0.09,0.09,0.92,37.52,0.83,21.01,39.27
Pablo González Díaz,Puebla,MF,,MEX,31.0,26.6,0.08,0.0,0.01,0.02,54.2,1.88,0.08,57.1,85.5,88.0,91.3,74.6,87.5,0.15,0.12,0.5,0.02,0.03,0.08,0.53,4.29,0.04,2.33,1.73,7.67,40.34,820.45,233.87,0.6,-0.02,0.04,0.9,0.53,56.47,0.3,28.2,63.87
Santiago Ormeño,Puebla,FW,,PER,29.0,6.3,0.48,0.0,0.34,0.08,33.3,2.87,0.0,61.5,75.0,88.2,83.8,36.4,75.0,0.8,0.19,0.6,0.13,0.43,0.48,5.24,1.27,0.0,0.63,0.63,2.54,16.19,226.51,22.86,1.11,-0.08,0.0,0.16,0.48,32.38,1.9,16.98,12.06
Sebastián Olmedo,Puebla,DF,,PAR,22.0,29.1,0.0,0.03,0.0,0.01,46.4,0.45,0.07,59.0,82.0,85.6,90.6,62.5,60.0,0.0,0.0,0.0,0.0,0.01,0.03,0.07,1.89,0.21,1.13,1.31,5.09,36.84,751.72,302.13,0.24,0.03,0.03,0.48,0.21,55.57,0.69,28.42,77.15
Ángel Robles,Puebla,FW,MF,MEX,21.0,6.8,0.0,0.15,0.23,0.02,28.6,2.36,0.15,21.4,73.3,87.8,72.5,55.6,33.3,0.59,0.0,0.0,0.1,0.25,0.15,5.29,0.44,0.0,0.15,0.44,4.41,16.18,246.62,39.26,0.44,0.13,0.0,0.44,1.32,32.79,2.21,20.74,37.65
André-Pierre Gignac,UANL,FW,,FRA,37.0,19.6,0.71,0.31,0.48,0.11,28.6,1.74,0.61,33.3,77.3,82.5,79.7,71.4,50.0,1.17,0.18,0.48,0.12,0.47,1.02,5.66,2.04,0.0,0.15,0.1,1.43,15.26,265.26,50.41,0.66,0.19,0.05,0.51,0.71,29.03,0.92,16.68,31.07
Carlos Felipe Rodríguez,UANL,GK,,MEX,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,70.8,100.0,98.4,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.9,25.2,653.7,436.5,0.0,0.0,0.0,0.0,0.0,37.7,0.0,21.6,51.3
Diego Lainez,UANL,FW,MF,MEX,23.0,18.3,0.16,0.22,0.07,0.18,61.8,3.38,0.54,25.0,72.2,87.0,73.8,41.3,44.3,0.27,0.13,0.6,0.05,0.25,0.38,8.31,3.44,0.0,0.71,1.26,5.68,27.87,410.6,97.76,1.75,0.04,0.05,0.0,5.25,49.89,3.33,32.57,124.32
Diego Reyes,UANL,DF,,MEX,30.0,15.6,0.06,0.0,0.04,0.02,45.5,0.7,0.13,50.7,88.4,89.1,94.0,67.1,33.3,0.13,0.13,0.5,0.08,0.06,0.06,0.32,2.56,0.0,1.92,0.71,4.23,47.24,905.38,306.41,0.32,-0.01,0.0,0.19,0.06,63.27,0.19,36.92,89.94
Eduardo Tercero,UANL,DF,,MEX,27.0,3.1,0.0,0.0,0.01,0.0,70.0,1.29,0.0,42.9,81.8,95.7,80.4,45.0,100.0,0.0,0.0,0.0,0.02,0.01,0.0,0.32,4.84,0.0,1.29,1.94,3.87,50.65,875.81,362.9,0.0,0.0,0.0,0.0,0.65,71.94,0.65,35.48,112.58
Fernando Gorriarán,UANL,MF,,URU,28.0,25.8,0.04,0.19,0.12,0.19,51.3,3.41,0.58,44.2,81.7,89.3,84.6,56.2,37.5,0.31,0.02,0.13,0.07,0.31,0.23,5.58,5.81,0.0,0.39,0.97,5.16,47.44,779.46,198.76,2.05,0.0,0.19,0.7,3.1,68.1,1.55,37.02,63.22
Francisco Sebastián Córdova,UANL,MF,FW,MEX,26.0,16.5,0.3,0.24,0.18,0.15,36.4,2.91,0.48,35.6,70.2,82.3,75.5,42.3,42.6,0.91,0.14,0.33,0.08,0.32,0.55,7.03,3.94,0.0,0.24,0.91,3.7,23.03,349.33,113.03,1.21,0.09,0.0,0.42,3.39,45.15,2.85,29.7,60.42
Guido Pizarro,UANL,DF,,ARG,33.0,23.9,0.0,0.08,0.02,0.08,39.1,1.09,0.21,42.7,88.2,92.5,92.8,64.3,41.7,0.17,0.0,0.0,0.04,0.1,0.08,0.96,5.36,0.0,0.96,1.0,5.48,61.38,1126.36,415.27,0.33,0.0,0.0,0.38,0.17,76.99,0.5,48.12,176.95
Javier Aquino,UANL,DF,,MEX,33.0,23.9,0.0,0.13,0.01,0.13,47.9,2.6,0.38,50.0,81.0,90.3,81.7,53.1,49.2,0.04,0.0,0.0,0.02,0.14,0.13,6.03,6.86,0.0,1.42,1.46,5.69,57.28,925.65,380.88,1.05,-0.0,0.0,0.21,3.68,80.96,2.47,43.97,106.82
Jesús Alberto Angulo,UANL,DF,,MEX,25.0,28.7,0.07,0.0,0.02,0.05,68.4,1.81,0.1,60.7,83.2,94.6,87.4,55.7,44.4,0.17,0.12,0.4,0.03,0.07,0.07,1.78,4.98,0.03,1.46,1.36,6.17,48.26,892.75,337.35,0.73,-0.05,0.14,0.49,1.08,68.26,0.63,32.89,69.13
Jesús Garza,UANL,DF,,MEX,23.0,11.1,0.0,0.27,0.01,0.11,58.1,1.62,0.27,80.0,80.4,90.2,85.9,48.5,57.1,0.0,0.0,0.0,0.03,0.12,0.27,5.59,4.05,0.0,1.44,1.89,4.59,42.61,704.32,256.4,0.9,0.16,0.0,0.0,2.52,63.96,1.26,32.25,68.2
Juan Brunetta,UANL,MF,,ARG,26.0,13.5,0.52,0.3,0.53,0.21,42.9,5.86,0.67,11.1,82.0,89.3,89.3,57.7,62.8,1.11,0.12,0.4,0.12,0.67,0.81,5.93,6.15,0.0,0.52,0.44,4.3,41.04,723.41,175.78,2.44,0.09,0.15,0.59,3.93,62.0,3.19,38.59,136.44
Juan José Sánchez,UANL,DF,,COL,25.0,7.1,0.0,0.0,0.04,0.01,40.0,0.28,0.0,60.0,83.3,90.3,89.1,59.2,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,3.24,0.0,1.69,0.85,2.68,52.54,1069.86,473.1,0.14,0.0,0.0,1.83,0.0,72.25,0.0,39.72,89.3
Juan Pablo Vigón,UANL,MF,,MEX,32.0,12.9,0.23,0.0,0.25,0.09,26.9,2.32,0.08,39.1,87.0,91.1,91.2,61.5,60.9,0.62,0.15,0.38,0.16,0.34,0.23,3.72,7.21,0.0,0.47,1.24,5.58,45.5,711.55,191.86,1.09,-0.09,0.0,0.0,1.47,62.25,1.78,38.14,77.21
Luis Enrique Quiñones,UANL,FW,MF,COL,32.0,18.8,0.16,0.21,0.1,0.19,30.2,4.1,0.53,32.0,73.0,82.9,72.3,37.5,46.0,0.48,0.12,0.33,0.07,0.3,0.37,13.51,6.01,0.0,0.64,1.22,3.67,37.29,522.98,169.52,1.86,0.02,0.0,0.16,5.74,64.15,4.63,38.3,83.19
Marcelo Flores,UANL,FW,MF,MEX,19.0,8.6,0.7,0.12,0.38,0.12,73.3,4.77,0.58,25.0,79.9,87.5,84.5,53.1,50.0,1.28,0.21,0.55,0.11,0.5,0.82,9.88,3.84,0.0,0.7,1.28,6.51,30.12,466.86,112.21,2.09,-0.01,0.0,0.47,2.33,51.86,4.42,32.56,129.77
Nahuel Guzmán,UANL,GK,,ARG,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,87.5,79.9,98.7,96.2,57.6,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.0,1.79,34.67,908.46,616.33,0.0,0.0,0.0,0.12,0.0,46.12,0.12,26.29,73.58
Nicolás Ibáñez,UANL,FW,,ARG,28.0,16.2,0.68,0.31,0.69,0.17,45.5,2.41,0.43,43.0,74.1,83.8,71.4,57.1,34.8,1.48,0.18,0.38,0.18,0.72,0.99,4.69,1.23,0.0,0.25,0.25,2.53,12.16,172.72,27.84,1.23,0.14,0.06,0.0,0.49,27.78,1.42,13.21,21.6
Ozziel Herrera,UANL,FW,MF,MEX,22.0,9.8,0.61,0.51,0.41,0.24,42.9,2.35,0.61,45.5,75.1,80.7,85.2,53.8,46.7,1.02,0.29,0.6,0.19,0.65,1.13,8.98,2.24,0.0,0.92,1.22,3.57,26.84,402.45,86.12,1.22,0.28,0.1,0.1,1.94,50.71,3.06,33.16,52.55
Rafael Carioca,UANL,MF,,BRA,34.0,29.5,0.03,0.1,0.01,0.05,56.7,2.37,0.31,40.0,90.3,94.2,93.9,76.2,64.9,0.1,0.09,0.33,0.04,0.06,0.14,0.95,6.95,0.1,0.75,1.32,9.25,59.8,1110.85,311.83,0.81,0.05,0.0,0.78,0.54,73.49,1.25,43.42,79.83
Raymundo Fulgencio,UANL,FW,,MEX,23.0,5.4,0.37,0.19,0.14,0.07,16.7,3.37,0.94,25.0,76.7,82.8,84.4,59.0,60.0,0.74,0.17,0.5,0.06,0.21,0.56,6.85,3.33,0.0,0.19,0.56,3.33,26.85,531.85,127.41,1.48,0.11,0.0,0.74,5.19,43.52,2.78,30.37,64.26
Samir Santos,UANL,DF,,BRA,28.0,22.4,0.04,0.0,0.03,0.0,66.7,0.31,0.0,53.6,90.1,96.4,96.3,64.0,33.3,0.18,0.11,0.25,0.08,0.03,0.04,0.31,2.63,0.0,1.34,0.94,4.11,46.38,920.09,275.62,0.0,0.0,0.0,0.49,0.04,60.98,0.27,35.09,117.19
Sebastián Fierro,UANL,MF,,MEX,21.0,4.1,0.0,0.0,0.01,0.01,50.0,1.94,0.48,33.3,88.2,87.4,92.9,90.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,1.46,4.63,0.0,1.46,0.98,5.85,47.32,853.9,209.76,0.24,0.0,0.0,0.24,0.24,59.76,0.0,32.93,59.76
Alexei Dominguez,Pachuca,FW,MF,MEX,18.0,8.9,0.0,0.23,0.06,0.31,56.3,6.4,0.22,30.8,73.9,80.4,79.9,48.3,35.0,0.11,0.0,0.0,0.05,0.37,0.23,12.02,3.82,0.0,0.34,2.13,5.17,29.55,459.89,121.35,3.15,-0.09,0.22,0.45,3.26,55.73,4.49,35.06,130.34
Alonso Aceves,Pachuca,DF,,MEX,22.0,3.4,0.29,0.0,0.03,0.0,50.0,0.0,0.0,44.4,75.3,88.1,73.8,47.6,40.0,0.29,0.5,1.0,0.04,0.03,0.29,2.35,2.35,0.0,1.47,1.18,5.59,35.88,601.76,265.0,0.0,0.0,0.0,0.0,1.76,60.88,1.47,28.82,46.18
Alán Bautista,Pachuca,MF,FW,MEX,20.0,8.5,0.47,0.12,0.2,0.2,10.0,4.46,0.7,28.6,75.9,84.5,82.3,34.8,54.2,1.06,0.21,0.44,0.09,0.4,0.59,6.35,3.65,0.0,0.59,0.47,4.0,24.82,411.18,93.06,2.12,-0.08,0.47,0.12,1.76,43.18,2.82,25.53,76.35
Andrés Micolta,Pachuca,DF,,ECU,24.0,6.0,0.0,0.17,0.02,0.01,58.3,0.33,0.17,53.3,80.1,91.1,91.9,45.6,100.0,0.0,0.0,0.0,0.05,0.03,0.17,0.0,2.17,0.0,2.0,0.83,5.67,33.5,709.17,342.5,0.17,0.15,0.0,0.33,0.0,51.0,0.33,28.33,74.5
Bryan González,Pachuca,DF,MF,MEX,20.0,12.7,0.32,0.0,0.19,0.07,42.1,2.3,0.24,58.3,82.9,92.7,84.3,55.9,34.9,0.71,0.22,0.44,0.13,0.26,0.32,4.33,4.09,0.08,1.34,1.02,5.28,35.51,601.81,236.14,0.79,-0.06,0.08,0.24,2.44,56.06,3.39,28.74,94.8
Byron Castillo,Pachuca,DF,,ECU,24.0,7.3,0.0,0.0,0.03,0.07,52.9,2.2,0.14,33.3,74.8,87.6,78.0,47.6,26.1,0.14,0.0,0.0,0.03,0.1,0.0,6.16,3.15,0.0,0.68,2.05,3.97,34.93,593.56,229.18,0.82,-0.07,0.0,0.14,4.66,63.01,3.15,30.82,70.41
Carlos Moreno,Pachuca,GK,,MEX,25.0,29.0,0.0,0.0,0.0,0.01,33.3,0.34,0.03,100.0,64.5,96.2,99.0,49.5,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.14,0.03,0.03,1.66,18.14,659.34,577.72,0.07,-0.01,0.0,0.0,0.0,30.24,0.07,12.76,45.28
Carlos Sánchez,Pachuca,DF,,MEX,21.0,6.0,0.0,0.0,0.01,0.1,63.2,2.34,0.17,40.0,72.5,81.4,81.9,36.2,57.1,0.17,0.0,0.0,0.08,0.11,0.0,4.5,5.17,0.0,1.33,2.67,7.17,39.17,692.5,295.17,1.0,-0.1,0.17,0.5,4.17,65.5,2.33,32.5,120.0
Celso Ortiz,Pachuca,MF,,PAR,34.0,5.6,0.0,0.0,0.01,0.04,45.5,1.43,0.18,37.5,80.5,85.9,87.1,65.4,66.7,0.0,0.0,0.0,0.02,0.05,0.0,0.54,4.46,0.0,1.79,2.14,8.93,37.68,667.14,231.96,0.54,-0.04,0.0,0.71,0.18,58.93,0.54,29.82,58.75
David Terans,Pachuca,MF,FW,URU,28.0,6.1,0.0,0.0,0.34,0.07,20.0,5.21,0.0,0.0,72.8,84.8,79.7,48.6,69.2,1.63,0.0,0.0,0.07,0.41,0.0,5.57,4.75,0.0,0.0,0.49,4.1,25.9,447.38,126.39,2.46,-0.07,0.16,0.66,3.93,48.03,2.13,28.85,77.21
Elias Montiel,Pachuca,MF,,MEX,17.0,15.3,0.0,0.2,0.03,0.07,29.4,3.71,0.2,40.0,89.4,93.2,94.2,84.1,66.7,0.26,0.0,0.0,0.03,0.1,0.2,2.09,9.93,0.0,1.05,1.18,8.24,46.27,943.79,281.31,1.37,0.12,0.13,2.16,0.59,62.68,2.35,39.54,120.26
Erick Sánchez,Pachuca,MF,,MEX,23.0,25.8,0.35,0.23,0.17,0.14,36.2,4.66,0.62,46.2,78.8,81.9,85.8,71.2,49.2,0.93,0.15,0.38,0.07,0.31,0.58,2.36,9.34,0.0,1.05,1.36,7.48,41.74,815.78,286.71,2.05,0.09,0.16,1.67,0.62,66.51,2.29,36.63,113.33
Gustavo Cabral,Pachuca,DF,,ARG,37.0,25.3,0.0,0.0,0.05,0.01,53.8,0.91,0.0,60.6,84.4,90.2,90.6,68.6,85.7,0.12,0.0,0.0,0.05,0.03,0.0,0.04,2.53,0.0,1.34,0.67,7.39,40.4,822.02,353.79,0.24,-0.01,0.0,0.71,0.04,57.19,0.28,28.34,55.22
Israel Luna,Pachuca,MF,,MEX,21.0,2.8,0.0,0.0,0.08,0.02,25.0,2.13,0.0,38.5,84.2,86.0,88.6,80.0,66.7,0.71,0.0,0.0,0.03,0.1,0.0,0.71,6.07,0.0,1.79,1.07,3.93,49.64,1019.29,259.29,0.71,-0.04,0.0,2.86,1.43,71.07,1.07,37.86,121.07
Jesús Hernández,Pachuca,FW,MF,MEX,21.0,8.9,0.23,0.0,0.19,0.14,38.9,4.63,0.23,33.3,74.5,85.0,75.2,54.5,41.2,0.9,0.1,0.25,0.09,0.34,0.23,9.55,2.92,0.0,0.11,1.01,3.93,28.2,447.42,127.3,2.36,-0.15,0.22,0.11,4.04,54.94,3.82,33.03,91.46
Jorge Berlanga,Pachuca,DF,,MEX,20.0,11.5,0.0,0.0,0.0,0.0,55.6,0.61,0.0,46.7,79.3,84.9,88.6,46.6,100.0,0.0,0.0,0.0,0.03,0.0,0.0,0.35,2.61,0.0,1.57,0.96,4.43,36.7,687.57,285.74,0.0,0.0,0.0,0.17,0.17,57.22,0.17,27.22,56.0
José Castillo Pérez,Pachuca,DF,,MEX,21.0,8.3,0.0,0.12,0.09,0.14,88.9,2.4,0.24,55.8,73.5,88.6,76.0,40.0,28.6,0.12,0.0,0.0,0.09,0.23,0.12,4.82,5.06,0.0,0.96,1.69,7.59,46.39,741.08,335.42,0.96,-0.02,0.0,0.24,4.58,75.18,0.84,37.11,104.58
Lucas Di Yorio,Pachuca,FW,,ARG,26.0,11.3,0.18,0.0,0.46,0.18,38.5,3.0,0.0,53.8,61.5,67.6,70.9,28.6,30.8,1.5,0.05,0.12,0.13,0.63,0.18,6.28,1.33,0.0,0.27,0.8,1.5,11.15,145.13,32.74,1.33,-0.18,0.0,0.0,1.06,31.68,2.3,16.55,46.19
Luis Alfonso Rodríguez,Pachuca,DF,,MEX,32.0,4.4,0.0,0.0,0.04,0.04,66.7,2.49,0.0,37.5,77.3,92.3,81.0,48.3,50.0,0.23,0.0,0.0,0.04,0.07,0.0,2.95,7.27,0.0,1.14,2.27,8.86,56.59,1083.18,471.36,1.36,-0.05,0.0,0.23,2.05,82.05,0.91,39.55,103.41
Marino Hinestroza,Pachuca,MF,FW,COL,21.0,7.7,0.13,0.13,0.14,0.09,33.3,5.72,0.52,25.0,75.9,85.6,78.9,33.3,52.9,0.65,0.05,0.2,0.06,0.23,0.26,7.92,2.6,0.0,0.39,0.78,5.71,24.16,346.49,75.06,1.95,0.04,0.0,0.26,2.73,48.18,6.62,33.9,111.04
Miguel Rodríguez,Pachuca,DF,FW,MEX,20.0,24.7,0.08,0.12,0.12,0.22,58.5,3.2,0.12,50.8,71.3,83.3,77.5,38.7,50.7,0.45,0.07,0.18,0.1,0.34,0.2,4.74,2.67,0.0,1.09,1.54,6.19,30.0,484.9,225.51,1.86,-0.1,0.08,0.4,3.12,54.94,2.79,27.89,89.8
Nelson Deossa,Pachuca,MF,,COL,23.0,8.6,0.58,0.23,0.14,0.09,26.3,3.72,0.47,80.8,75.2,83.2,80.1,58.8,69.2,0.93,0.16,0.63,0.04,0.23,0.82,2.44,8.02,0.0,1.63,1.05,8.49,37.44,716.74,261.98,1.51,0.14,0.12,1.28,1.16,66.05,4.53,36.74,145.23
Oussama Idrissi,Pachuca,FW,MF,MAR,27.0,16.6,0.3,0.54,0.06,0.24,25.0,5.17,0.96,50.0,76.1,86.3,80.3,64.7,55.3,0.66,0.17,0.45,0.04,0.31,0.84,10.12,3.67,0.12,0.42,0.96,4.82,31.99,626.51,139.82,2.65,0.3,0.0,1.57,4.16,55.96,7.41,37.77,139.64
Pedro Pedraza,Pachuca,MF,,MEX,23.0,16.2,0.0,0.0,0.01,0.02,54.8,1.48,0.06,37.2,85.7,90.7,91.1,68.2,47.6,0.0,0.0,0.0,0.02,0.03,0.0,0.43,4.14,0.0,1.79,2.16,5.99,36.73,617.65,181.05,0.62,-0.02,0.12,0.31,0.19,56.3,1.3,28.46,57.96
René López,Pachuca,DF,,MEX,21.0,6.1,0.0,0.0,0.03,0.04,69.2,1.95,0.0,41.7,66.3,84.5,73.9,34.6,60.0,0.16,0.0,0.0,0.06,0.06,0.0,5.08,2.46,0.16,1.15,1.97,3.44,30.33,537.05,220.82,0.66,-0.03,0.16,0.33,5.25,57.87,2.46,31.64,66.56
Roberto de la Rosa,Pachuca,FW,MF,MEX,23.0,12.1,0.08,0.08,0.38,0.16,20.0,3.32,0.08,26.0,71.5,79.7,79.2,55.1,51.9,1.16,0.02,0.07,0.09,0.54,0.17,8.84,3.55,0.0,0.08,0.17,3.72,21.57,374.71,72.07,1.57,-0.07,0.25,0.83,1.16,43.55,2.23,27.52,56.36
Salomón Rondón,Pachuca,FW,,VEN,33.0,14.3,0.56,0.14,0.62,0.08,20.0,2.3,0.35,56.0,67.8,74.0,68.9,66.7,37.0,1.32,0.1,0.32,0.13,0.59,0.7,6.01,1.89,0.0,0.07,0.21,2.1,14.13,210.07,38.53,0.91,0.06,0.0,0.07,0.07,34.48,1.89,17.62,29.3
Sergio Aguayo,Pachuca,FW,,USA,20.0,2.8,0.0,0.0,0.11,0.05,50.0,1.45,0.0,30.8,83.0,85.7,84.6,60.0,60.0,0.72,0.0,0.0,0.05,0.16,0.0,7.5,1.07,0.0,0.36,0.36,1.43,13.93,214.64,35.71,0.71,-0.04,0.0,0.71,0.71,26.43,1.79,12.86,19.29
Sergio Barreto,Pachuca,DF,,ARG,24.0,28.8,0.03,0.07,0.04,0.04,76.6,0.73,0.1,69.7,77.3,82.8,86.7,50.7,0.0,0.14,0.05,0.25,0.06,0.08,0.1,0.03,2.6,0.0,1.49,1.35,5.66,32.08,646.84,286.94,0.28,0.03,0.0,0.21,0.1,54.72,0.1,23.23,51.46
Alexei Dominguez,Pachuca,FW,MF,MEX,18.0,8.9,0.0,0.23,0.06,0.31,56.3,6.4,0.22,30.8,73.9,80.4,79.9,48.3,35.0,0.11,0.0,0.0,0.05,0.37,0.23,12.02,3.82,0.0,0.34,2.13,5.17,29.55,459.89,121.35,3.15,-0.09,0.22,0.45,3.26,55.73,4.49,35.06,130.34
Alonso Aceves,Pachuca,DF,,MEX,22.0,3.4,0.29,0.0,0.03,0.0,50.0,0.0,0.0,44.4,75.3,88.1,73.8,47.6,40.0,0.29,0.5,1.0,0.04,0.03,0.29,2.35,2.35,0.0,1.47,1.18,5.59,35.88,601.76,265.0,0.0,0.0,0.0,0.0,1.76,60.88,1.47,28.82,46.18
Alán Bautista,Pachuca,MF,FW,MEX,20.0,8.5,0.47,0.12,0.2,0.2,10.0,4.46,0.7,28.6,75.9,84.5,82.3,34.8,54.2,1.06,0.21,0.44,0.09,0.4,0.59,6.35,3.65,0.0,0.59,0.47,4.0,24.82,411.18,93.06,2.12,-0.08,0.47,0.12,1.76,43.18,2.82,25.53,76.35
Andrés Micolta,Pachuca,DF,,ECU,24.0,6.0,0.0,0.17,0.02,0.01,58.3,0.33,0.17,53.3,80.1,91.1,91.9,45.6,100.0,0.0,0.0,0.0,0.05,0.03,0.17,0.0,2.17,0.0,2.0,0.83,5.67,33.5,709.17,342.5,0.17,0.15,0.0,0.33,0.0,51.0,0.33,28.33,74.5
Bryan González,Pachuca,DF,MF,MEX,20.0,12.7,0.32,0.0,0.19,0.07,42.1,2.3,0.24,58.3,82.9,92.7,84.3,55.9,34.9,0.71,0.22,0.44,0.13,0.26,0.32,4.33,4.09,0.08,1.34,1.02,5.28,35.51,601.81,236.14,0.79,-0.06,0.08,0.24,2.44,56.06,3.39,28.74,94.8
Byron Castillo,Pachuca,DF,,ECU,24.0,7.3,0.0,0.0,0.03,0.07,52.9,2.2,0.14,33.3,74.8,87.6,78.0,47.6,26.1,0.14,0.0,0.0,0.03,0.1,0.0,6.16,3.15,0.0,0.68,2.05,3.97,34.93,593.56,229.18,0.82,-0.07,0.0,0.14,4.66,63.01,3.15,30.82,70.41
Carlos Moreno,Pachuca,GK,,MEX,25.0,29.0,0.0,0.0,0.0,0.01,33.3,0.34,0.03,100.0,64.5,96.2,99.0,49.5,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.14,0.03,0.03,1.66,18.14,659.34,577.72,0.07,-0.01,0.0,0.0,0.0,30.24,0.07,12.76,45.28
Carlos Sánchez,Pachuca,DF,,MEX,21.0,6.0,0.0,0.0,0.01,0.1,63.2,2.34,0.17,40.0,72.5,81.4,81.9,36.2,57.1,0.17,0.0,0.0,0.08,0.11,0.0,4.5,5.17,0.0,1.33,2.67,7.17,39.17,692.5,295.17,1.0,-0.1,0.17,0.5,4.17,65.5,2.33,32.5,120.0
Celso Ortiz,Pachuca,MF,,PAR,34.0,5.6,0.0,0.0,0.01,0.04,45.5,1.43,0.18,37.5,80.5,85.9,87.1,65.4,66.7,0.0,0.0,0.0,0.02,0.05,0.0,0.54,4.46,0.0,1.79,2.14,8.93,37.68,667.14,231.96,0.54,-0.04,0.0,0.71,0.18,58.93,0.54,29.82,58.75
David Terans,Pachuca,MF,FW,URU,28.0,6.1,0.0,0.0,0.34,0.07,20.0,5.21,0.0,0.0,72.8,84.8,79.7,48.6,69.2,1.63,0.0,0.0,0.07,0.41,0.0,5.57,4.75,0.0,0.0,0.49,4.1,25.9,447.38,126.39,2.46,-0.07,0.16,0.66,3.93,48.03,2.13,28.85,77.21
Elias Montiel,Pachuca,MF,,MEX,17.0,15.3,0.0,0.2,0.03,0.07,29.4,3.71,0.2,40.0,89.4,93.2,94.2,84.1,66.7,0.26,0.0,0.0,0.03,0.1,0.2,2.09,9.93,0.0,1.05,1.18,8.24,46.27,943.79,281.31,1.37,0.12,0.13,2.16,0.59,62.68,2.35,39.54,120.26
Erick Sánchez,Pachuca,MF,,MEX,23.0,25.8,0.35,0.23,0.17,0.14,36.2,4.66,0.62,46.2,78.8,81.9,85.8,71.2,49.2,0.93,0.15,0.38,0.07,0.31,0.58,2.36,9.34,0.0,1.05,1.36,7.48,41.74,815.78,286.71,2.05,0.09,0.16,1.67,0.62,66.51,2.29,36.63,113.33
Gustavo Cabral,Pachuca,DF,,ARG,37.0,25.3,0.0,0.0,0.05,0.01,53.8,0.91,0.0,60.6,84.4,90.2,90.6,68.6,85.7,0.12,0.0,0.0,0.05,0.03,0.0,0.04,2.53,0.0,1.34,0.67,7.39,40.4,822.02,353.79,0.24,-0.01,0.0,0.71,0.04,57.19,0.28,28.34,55.22
