Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Adonis Frías,Leon,DF,MF,ARG,25.0,30.2,0.0,0.03,0.09,0.01,61.7,1.32,0.07,70.2,83.8,86.3,92.3,61.7,71.4,0.17,0.0,0.0,0.08,0.11,0.03,0.6,4.47,0.03,1.16,1.13,4.44,39.77,814.87,313.64,0.4,0.02,0.13,0.1,0.43,57.91,0.46,34.07,110.89
Alan Medina,Leon,FW,MF,URU,25.0,10.5,0.19,0.0,0.15,0.2,42.4,4.48,0.19,30.8,68.0,77.7,77.4,51.9,59.4,0.48,0.11,0.4,0.08,0.35,0.19,5.05,4.76,0.0,0.38,1.52,6.0,26.29,580.76,205.14,2.19,-0.2,0.29,1.33,4.57,49.43,3.05,30.29,74.57
Alfonso Alvarado,Leon,MF,FW,MEX,23.0,16.5,0.24,0.06,0.19,0.03,50.0,2.12,0.12,40.0,75.0,83.2,76.4,65.7,55.6,1.15,0.1,0.21,0.08,0.22,0.3,3.45,2.67,0.0,0.48,0.61,2.73,16.18,262.67,60.06,0.42,0.03,0.12,0.3,0.61,31.64,1.64,19.15,40.67
Andrés Guardado,Leon,MF,DF,MEX,36.0,5.3,0.0,0.0,0.01,0.06,75.0,3.22,0.19,42.9,83.9,96.5,92.7,67.7,50.0,0.0,0.0,0.0,0.02,0.07,0.0,0.75,5.28,0.0,1.7,0.38,8.11,43.21,911.7,283.4,1.51,-0.06,0.0,0.75,1.51,59.81,1.13,35.28,94.91
Edgar Guerra,Leon,MF,FW,COL,22.0,9.2,0.11,0.11,0.17,0.1,40.0,3.7,0.33,58.8,77.5,83.9,86.4,55.2,50.0,0.76,0.06,0.14,0.09,0.27,0.22,7.07,1.85,0.0,0.54,0.65,4.46,18.7,331.74,85.0,1.09,0.01,0.0,0.11,1.74,39.67,5.87,26.74,111.85
Elías Hernández,Leon,MF,FW,MEX,35.0,14.5,0.0,0.35,0.08,0.2,54.2,3.66,0.41,36.4,76.5,87.5,83.7,55.9,42.9,0.41,0.0,0.0,0.05,0.28,0.35,5.66,4.76,0.0,0.41,1.03,6.62,36.21,686.69,223.45,2.14,0.15,0.28,0.48,5.79,56.14,2.41,33.03,76.07
Federico Viñas,Leon,FW,,URU,25.0,25.0,0.56,0.12,0.46,0.16,66.7,3.8,0.44,49.4,65.2,71.5,71.9,52.2,55.8,1.52,0.13,0.32,0.11,0.56,0.68,3.96,2.24,0.0,0.24,0.76,2.92,11.64,171.4,45.72,1.56,-0.04,0.08,0.0,0.04,29.84,2.08,17.04,33.08
Fidel Ambríz,Leon,MF,,MEX,20.0,15.8,0.13,0.0,0.11,0.09,38.6,2.09,0.19,56.9,86.1,90.5,90.7,77.4,71.4,0.57,0.06,0.22,0.05,0.2,0.13,1.01,3.99,0.0,0.76,1.27,6.2,40.82,745.51,198.04,1.01,-0.09,0.19,0.25,0.32,58.04,1.33,32.53,77.97
Gonzalo Nápoli,Leon,MF,FW,URU,23.0,6.4,0.0,0.16,0.04,0.09,53.3,3.0,0.32,26.7,81.1,89.1,84.7,63.9,45.5,0.79,0.0,0.0,0.04,0.12,0.16,3.12,3.12,0.16,0.78,1.41,3.75,33.59,565.16,188.28,1.56,0.06,0.16,0.16,2.34,54.22,1.72,31.41,63.44
Iván Moreno,Leon,DF,MF,MEX,25.0,17.5,0.06,0.17,0.05,0.09,43.9,2.74,0.28,38.9,78.6,89.9,76.6,56.8,31.6,0.34,0.07,0.17,0.06,0.14,0.23,7.49,4.0,0.06,0.8,1.14,4.46,40.17,604.51,219.66,1.03,0.08,0.06,0.11,3.2,62.51,2.17,33.94,97.09
Jaine Barreiro,Leon,DF,,COL,29.0,20.5,0.1,0.05,0.11,0.02,73.3,1.37,0.05,67.2,78.9,90.4,87.2,54.5,28.6,0.29,0.13,0.33,0.14,0.13,0.15,0.68,4.54,0.0,1.71,1.12,4.88,37.8,828.54,400.0,0.39,0.02,0.1,1.71,0.54,58.29,0.68,35.56,124.54
José David Ramírez,Leon,DF,MF,MEX,27.0,15.2,0.0,0.0,0.02,0.06,53.6,2.69,0.13,36.4,81.6,90.3,84.0,62.4,57.7,0.26,0.0,0.0,0.03,0.07,0.0,6.05,4.08,0.0,0.59,1.05,4.61,40.39,697.04,209.87,1.32,-0.06,0.0,0.59,2.7,58.82,1.71,33.95,96.51
José Iván Rodríguez,Leon,MF,,MEX,27.0,15.2,0.0,0.0,0.03,0.01,52.3,1.58,0.13,46.7,86.0,87.5,87.8,81.5,68.8,0.0,0.0,0.0,0.04,0.03,0.0,1.25,4.87,0.07,1.25,1.97,4.54,41.18,755.46,231.32,0.26,-0.01,0.13,0.39,0.66,57.11,1.05,31.25,71.51
Lucas Romero,Leon,MF,,ARG,29.0,10.8,0.0,0.09,0.09,0.1,38.5,3.32,0.09,64.7,86.8,90.7,91.5,72.9,58.3,0.18,0.0,0.0,0.09,0.18,0.09,1.2,6.2,0.0,0.65,1.67,5.65,55.46,983.61,312.13,1.76,0.0,0.09,0.37,0.65,71.94,1.11,45.09,88.7
Luís Cervantes,Leon,DF,,MEX,22.0,6.5,0.15,0.15,0.16,0.05,65.5,2.47,0.15,17.6,77.0,85.5,80.2,38.1,55.6,0.15,0.5,1.0,0.5,0.21,0.31,3.85,2.46,0.0,1.23,3.69,3.54,30.92,473.54,195.23,1.23,0.11,0.0,0.15,2.0,53.23,1.38,23.08,58.31
Nicolás López,Leon,FW,MF,URU,29.0,14.6,0.34,0.07,0.36,0.21,52.6,4.4,0.07,11.1,69.8,83.8,73.8,48.9,51.1,1.79,0.07,0.19,0.07,0.57,0.41,7.19,2.95,0.0,0.34,0.68,4.11,23.56,414.73,104.04,2.19,-0.14,0.0,0.41,4.93,47.81,3.22,30.68,69.73
Osvaldo Rodríguez del Portal,Leon,DF,,MEX,26.0,22.3,0.04,0.09,0.05,0.07,71.8,1.93,0.22,49.1,81.2,90.8,85.0,58.1,46.7,0.18,0.08,0.25,0.09,0.12,0.13,2.38,2.56,0.04,1.35,1.35,4.3,37.94,681.35,270.36,0.72,0.02,0.0,0.45,1.48,56.32,0.67,26.1,50.81
Paul Bellón,Leon,DF,,MEX,26.0,14.8,0.07,0.0,0.03,0.0,58.8,0.34,0.0,44.6,86.7,88.8,94.2,60.2,100.0,0.27,0.14,0.25,0.06,0.03,0.07,0.14,1.69,0.07,1.62,1.15,2.91,39.8,803.04,336.55,0.0,0.0,0.0,0.14,0.0,56.55,0.2,31.08,63.11
Rodolfo Cota,Leon,GK,,MEX,36.0,32.0,0.0,0.0,0.0,0.0,20.0,0.06,0.0,100.0,79.0,99.1,98.5,54.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.59,22.47,595.19,415.25,0.0,0.0,0.0,0.0,0.0,30.47,0.03,16.94,53.22
Sebastian Santos,Leon,MF,FW,MEX,20.0,4.4,0.0,0.0,0.25,0.01,69.2,2.04,0.23,25.0,78.6,90.8,82.0,42.9,46.2,0.91,0.0,0.0,0.08,0.26,0.0,3.41,2.95,0.0,0.91,1.82,4.77,25.0,389.55,96.14,0.45,0.0,0.0,0.23,2.05,49.32,2.95,28.41,80.45
William Tesillo,Leon,DF,,COL,33.0,20.8,0.0,0.0,0.04,0.09,51.5,1.78,0.0,61.5,72.6,86.3,81.8,49.0,34.4,0.05,0.0,0.0,0.04,0.12,0.0,2.45,3.51,0.0,1.01,0.87,5.14,41.11,872.84,415.29,0.87,-0.09,0.14,1.35,2.5,66.97,1.54,36.01,92.31
Ángel Mena,Leon,FW,MF,ECU,35.0,21.3,0.28,0.28,0.23,0.35,47.8,5.67,0.61,37.5,83.0,93.0,86.6,60.3,58.7,0.56,0.12,0.33,0.1,0.51,0.56,9.11,5.49,0.0,0.66,0.75,4.37,43.15,724.23,190.52,3.1,-0.07,0.14,0.38,5.73,61.74,2.96,40.52,133.47
Alejandro Zendejas,America,FW,MF,USA,25.0,19.6,0.46,0.31,0.22,0.18,40.6,3.21,0.81,30.4,83.1,90.4,84.0,61.2,43.7,1.07,0.22,0.43,0.11,0.4,0.76,7.86,5.31,0.0,0.87,1.63,4.29,41.12,631.07,175.71,1.28,0.13,0.2,0.36,2.14,62.91,3.62,43.52,107.5
Brian Rodríguez,America,FW,MF,URU,23.0,14.7,0.34,0.2,0.29,0.3,37.5,4.64,0.89,14.3,75.4,88.9,71.3,40.4,47.7,0.89,0.15,0.38,0.13,0.59,0.55,13.54,2.18,0.0,0.27,0.54,4.76,29.25,429.46,73.67,1.56,-0.09,0.0,0.54,3.67,51.97,7.41,36.73,183.61
Cristian Calderón,America,DF,,MEX,26.0,10.7,0.0,0.09,0.06,0.14,60.9,1.4,0.09,54.5,82.1,93.1,84.3,51.3,25.0,0.0,0.0,0.0,0.09,0.2,0.09,5.23,3.27,0.0,0.75,1.5,5.33,48.04,796.73,305.79,0.65,-0.05,0.0,0.28,2.43,66.54,0.37,30.19,58.69
Diego Valdés,America,MF,FW,CHI,29.0,19.3,0.57,0.26,0.38,0.33,7.7,5.66,0.62,44.0,77.6,88.3,81.4,61.5,60.9,1.3,0.17,0.44,0.11,0.71,0.83,7.31,8.24,0.05,0.57,0.26,3.78,38.65,740.26,226.27,2.54,-0.07,0.83,0.67,4.97,60.31,2.38,38.65,95.28
Emilio Lara,America,DF,,MEX,21.0,4.6,0.0,0.22,0.01,0.08,50.0,1.53,0.44,68.8,82.4,93.3,80.2,61.5,33.3,0.0,0.0,0.0,0.03,0.09,0.22,3.91,3.7,0.22,2.39,1.3,4.13,40.65,716.3,279.57,0.87,0.13,0.0,0.22,2.17,60.43,0.65,29.13,62.39
Henry Martín,America,FW,,MEX,30.0,17.3,0.52,0.46,0.53,0.3,10.0,3.46,0.75,47.9,72.4,77.3,79.4,60.0,47.6,0.87,0.23,0.47,0.25,0.74,0.98,5.2,1.97,0.0,0.4,0.58,2.54,16.07,225.14,47.28,1.73,0.16,0.12,0.0,0.06,30.75,1.21,17.8,31.21
Igor Lichnovsky,America,DF,,CHI,29.0,19.6,0.1,0.05,0.07,0.02,75.0,0.82,0.15,67.1,91.4,94.9,95.1,69.3,100.0,0.31,0.13,0.33,0.09,0.08,0.15,0.26,3.11,0.1,1.79,0.77,4.34,46.84,860.87,337.76,0.31,0.04,0.0,0.2,0.05,61.02,0.1,34.59,95.97
Illian Hernandez,America,FW,,MEX,23.0,3.4,0.0,0.0,0.22,0.06,0.0,2.05,0.0,20.0,72.0,62.1,80.0,100.0,0.0,0.87,0.0,0.0,0.12,0.28,0.0,3.53,2.06,0.0,0.29,0.0,2.06,10.59,133.82,44.41,0.59,-0.06,0.0,0.0,0.29,22.94,0.29,13.24,23.53
Israel Reyes,America,DF,,MEX,23.0,15.3,0.0,0.0,0.09,0.03,68.8,0.65,0.13,57.4,87.6,92.1,90.6,73.3,25.0,0.26,0.0,0.0,0.15,0.11,0.0,1.11,3.33,0.0,1.9,1.18,4.51,50.92,973.59,367.52,0.26,-0.03,0.0,0.85,0.52,66.47,0.26,36.34,85.88
Javairô Dilrosun,America,FW,MF,NED,25.0,6.8,0.15,0.29,0.09,0.2,75.0,2.95,0.59,100.0,70.0,77.0,71.4,53.6,52.8,0.59,0.13,0.25,0.08,0.3,0.44,9.56,2.21,0.0,0.59,0.74,3.68,24.41,400.15,98.24,1.32,0.09,0.29,0.59,3.38,46.47,5.29,31.47,135.0
Jonathan Rodríguez,America,FW,MF,URU,30.0,9.0,0.77,0.11,0.61,0.18,33.3,2.99,0.33,38.7,76.2,82.4,78.2,75.0,42.1,1.22,0.25,0.55,0.16,0.6,0.88,7.0,2.67,0.0,0.11,0.44,3.0,18.11,230.0,59.56,0.89,-0.07,0.11,0.0,0.22,35.33,2.11,17.56,74.56
Jonathan dos Santos,America,MF,,MEX,33.0,26.0,0.0,0.04,0.01,0.04,39.7,1.5,0.04,52.9,93.8,96.5,94.8,83.3,69.2,0.12,0.0,0.0,0.04,0.05,0.04,1.0,6.85,0.12,1.69,1.5,6.81,75.12,1296.08,356.85,0.54,0.0,0.04,0.81,0.23,87.88,1.0,48.88,99.96
Julián Quiñones,America,FW,MF,MEX,26.0,22.3,0.54,0.31,0.71,0.31,50.0,3.95,0.54,35.6,77.5,83.2,81.1,71.9,42.1,1.44,0.13,0.31,0.19,0.95,0.85,8.3,3.86,0.0,0.4,0.4,3.86,24.8,383.9,77.53,1.79,0.0,0.27,0.54,0.58,44.93,3.41,29.28,65.61
Kevin Álvarez,America,DF,,MEX,24.0,21.7,0.05,0.18,0.07,0.16,55.6,2.49,0.37,58.8,79.7,88.3,84.8,54.6,49.0,0.23,0.05,0.2,0.08,0.24,0.23,6.08,3.41,0.09,0.83,1.11,3.92,43.0,718.76,222.21,1.2,0.02,0.05,0.69,2.95,64.84,2.35,36.87,118.48
Leonardo Suárez,America,FW,MF,ARG,27.0,7.2,0.28,0.42,0.26,0.31,53.8,5.73,0.84,33.3,82.2,90.5,88.3,54.5,26.7,1.12,0.1,0.25,0.09,0.56,0.7,7.92,6.94,0.0,0.69,1.25,4.58,48.89,834.44,237.36,3.06,0.11,0.56,0.56,4.72,69.31,2.08,43.33,100.83
Luis Fernando Fuentes,America,DF,,MEX,36.0,14.5,0.0,0.0,0.02,0.02,63.0,1.1,0.0,48.6,86.1,94.8,85.5,47.2,33.3,0.0,0.0,0.0,0.05,0.04,0.0,3.45,3.79,0.0,0.69,1.03,4.34,50.34,793.17,358.14,0.34,-0.02,0.0,0.14,1.45,67.1,0.62,33.52,64.76
Luis Ángel Malagón,America,GK,,MEX,26.0,28.5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,100.0,74.3,98.9,99.3,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,1.37,21.58,599.58,440.81,0.04,0.0,0.0,0.07,0.0,30.63,0.0,15.4,38.46
Miguel Layún,America,DF,FW,MEX,35.0,5.8,0.0,0.0,0.12,0.13,47.1,1.55,0.17,100.0,85.2,90.6,89.1,59.5,60.0,0.34,0.0,0.0,0.12,0.25,0.0,3.1,4.14,0.0,0.86,0.86,6.03,51.55,901.03,271.38,1.21,-0.14,0.17,1.72,3.79,68.79,1.72,36.9,67.59
Néstor Araujo,America,DF,,MEX,31.0,5.9,0.0,0.0,0.02,0.09,75.0,0.85,0.0,53.3,87.5,94.6,90.1,66.7,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.17,1.36,0.0,2.2,0.68,5.59,46.27,889.32,380.34,0.34,-0.08,0.0,0.17,0.0,65.42,0.0,37.8,69.66
Oscar Jiménez,America,GK,,MEX,34.0,5.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,81.9,100.0,100.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,23.09,537.09,433.45,0.0,0.0,0.0,0.0,0.0,30.18,0.0,17.82,48.18
Ramón Juárez,America,DF,,MEX,22.0,16.3,0.0,0.0,0.07,0.0,64.3,0.43,0.12,62.2,85.4,91.7,91.3,48.6,0.0,0.06,0.0,0.0,0.11,0.07,0.0,0.06,1.41,0.0,1.29,0.98,3.01,35.89,653.19,266.07,0.06,0.0,0.0,0.25,0.0,53.01,0.0,27.61,39.26
Richard Sánchez,America,MF,,PAR,27.0,16.4,0.12,0.24,0.08,0.21,36.4,4.47,0.49,42.9,88.4,94.0,92.3,62.5,84.2,0.31,0.11,0.4,0.07,0.29,0.37,1.71,8.72,0.0,0.43,0.73,6.52,67.5,1122.07,400.18,2.07,0.04,0.18,0.12,3.54,84.09,1.16,53.72,131.59
Salvador Reyes,America,DF,FW,MEX,25.0,12.5,0.32,0.08,0.09,0.08,64.5,0.8,0.0,34.2,80.3,91.0,83.2,30.4,42.9,0.64,0.29,0.5,0.08,0.17,0.4,6.72,1.84,0.0,1.2,1.36,3.2,34.96,536.48,143.52,0.56,0.0,0.0,0.16,2.56,54.32,1.12,28.24,73.04
Santiago Naveda,America,MF,,MEX,22.0,4.5,0.0,0.0,0.07,0.0,57.1,0.44,0.0,53.3,82.4,85.5,85.9,65.2,100.0,0.0,0.0,0.0,0.06,0.07,0.0,0.89,1.78,0.0,2.44,1.11,3.11,33.33,561.56,135.56,0.0,0.0,0.22,0.44,0.22,50.44,0.44,27.33,47.56
Sebastián Cáceres,America,DF,,URU,23.0,16.2,0.0,0.0,0.04,0.0,46.2,0.56,0.06,52.9,86.1,90.8,91.0,56.6,37.5,0.12,0.0,0.0,0.11,0.05,0.0,0.12,1.3,0.0,1.54,0.68,4.32,46.23,876.05,403.89,0.06,-0.01,0.0,0.12,0.0,63.52,0.49,36.11,78.46
Álvaro Fidalgo,America,MF,,ESP,26.0,26.1,0.08,0.12,0.11,0.12,37.0,3.14,0.38,60.0,89.8,93.9,93.8,69.1,55.9,0.31,0.1,0.25,0.14,0.23,0.19,3.33,11.19,0.04,0.73,1.0,6.28,75.56,1307.09,411.34,1.42,-0.0,0.34,0.96,1.07,92.64,2.61,62.72,193.37
Adrián Aldrete,Pumas UNAM,DF,,MEX,35.0,19.3,0.0,0.05,0.01,0.11,55.2,2.89,0.1,66.7,73.4,86.9,80.7,45.6,100.0,0.1,0.0,0.0,0.03,0.12,0.05,1.09,4.4,0.05,1.5,1.09,4.97,40.0,819.69,403.37,1.5,-0.06,0.05,1.3,4.4,63.11,0.16,27.2,51.97
Arturo Ortiz,Pumas UNAM,DF,,MEX,30.0,5.4,0.0,0.0,0.02,0.0,33.3,0.92,0.0,58.6,75.6,87.3,83.4,57.1,50.0,0.0,0.0,0.0,0.02,0.02,0.0,0.37,4.44,0.0,1.48,1.48,7.22,43.7,1031.11,492.41,0.0,0.0,0.19,0.56,0.19,69.26,0.37,34.81,94.81
César Huerta,Pumas UNAM,FW,MF,MEX,22.0,27.3,0.33,0.33,0.34,0.24,50.8,5.16,0.84,40.0,75.2,84.8,82.2,44.8,41.4,0.92,0.09,0.24,0.11,0.49,0.66,8.17,3.11,0.0,0.37,1.5,6.08,21.06,353.41,93.37,1.83,0.09,0.07,0.29,2.09,45.13,6.81,30.62,140.29
Eduardo Salvio,Pumas UNAM,FW,MF,ARG,33.0,28.8,0.21,0.21,0.29,0.23,34.2,4.86,0.42,51.5,72.3,85.7,76.9,45.3,47.3,0.9,0.06,0.19,0.09,0.49,0.42,8.23,3.51,0.0,0.35,0.62,5.28,29.69,479.34,136.84,2.26,-0.02,0.14,0.21,5.49,56.11,6.32,34.27,115.94
Gabriel Fernández,Pumas UNAM,FW,,URU,29.0,12.7,0.39,0.08,0.3,0.14,11.1,3.14,0.31,56.8,63.0,64.7,68.4,86.7,33.3,1.02,0.12,0.38,0.09,0.43,0.47,7.01,2.05,0.0,0.08,0.71,3.54,14.09,214.96,46.38,1.34,-0.06,0.0,0.0,0.63,37.56,2.83,19.06,44.25
Guillermo Martínez Ayala,Pumas UNAM,FW,,MEX,28.0,12.8,0.47,0.0,0.38,0.01,40.0,1.09,0.0,57.3,63.9,72.5,61.3,57.1,57.1,1.33,0.15,0.35,0.12,0.39,0.47,3.83,0.94,0.0,0.08,0.16,1.56,10.94,157.11,21.48,0.47,-0.02,0.08,0.23,0.0,26.17,0.55,11.41,15.23
Gustavo Del Prete,Pumas UNAM,MF,FW,ARG,27.0,8.2,0.24,0.12,0.25,0.22,37.5,3.05,0.37,40.0,74.4,80.7,83.9,57.1,48.3,0.49,0.13,0.5,0.14,0.48,0.37,6.22,4.27,0.0,0.24,0.98,3.66,23.05,357.44,77.56,1.95,-0.1,0.49,0.12,0.49,44.88,3.54,27.44,65.73
Jesús Molina,Pumas UNAM,MF,,MEX,35.0,4.1,0.0,0.0,0.09,0.03,60.0,1.71,0.0,70.8,81.9,81.0,89.3,70.0,0.0,0.24,0.0,0.0,0.1,0.12,0.0,0.49,4.63,0.0,1.22,1.71,5.12,34.15,638.29,229.76,0.73,-0.02,0.24,0.0,0.0,55.12,0.0,25.12,47.56
Jesús Rivas,Pumas UNAM,DF,,MEX,20.0,10.5,0.0,0.0,0.02,0.1,50.0,1.99,0.0,28.6,76.4,86.4,77.7,54.7,61.5,0.0,0.0,0.0,0.05,0.12,0.0,2.19,2.48,0.0,1.43,2.1,3.43,32.95,586.95,197.62,0.86,-0.1,0.0,0.29,2.38,53.9,1.24,23.24,58.76
José Caicedo,Pumas UNAM,MF,,COL,21.0,21.2,0.05,0.0,0.02,0.03,38.8,1.79,0.14,52.5,85.8,89.7,90.0,67.7,42.1,0.05,0.08,1.0,0.04,0.05,0.05,1.08,6.13,0.09,1.6,1.32,6.79,43.54,767.83,237.5,0.66,-0.03,0.14,0.42,0.19,60.71,0.9,31.79,61.98
Juan Ignacio Dinenno,Pumas UNAM,FW,MF,ARG,28.0,8.8,0.68,0.0,0.67,0.04,20.0,2.6,0.34,47.7,69.7,81.3,74.0,45.5,44.4,1.25,0.06,0.18,0.08,0.36,0.68,5.8,2.84,0.0,0.11,0.23,3.52,15.68,238.98,60.8,0.91,-0.05,0.11,0.11,0.34,34.43,2.05,18.07,26.48
Julio José González,Pumas UNAM,GK,,MEX,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.35,0.06,100.0,72.4,98.3,98.4,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.0,1.5,22.79,705.85,558.32,0.09,-0.0,0.0,0.0,0.0,34.79,0.0,15.5,54.26
Leonardo Suárez,Pumas UNAM,FW,MF,ARG,27.0,7.4,0.41,0.54,0.16,0.31,44.4,5.14,0.95,40.0,72.9,83.8,78.0,58.4,38.9,1.35,0.11,0.3,0.04,0.47,0.95,6.08,7.03,0.0,0.68,1.35,5.0,32.3,677.03,234.19,2.7,0.23,0.54,1.62,5.14,56.22,2.43,35.81,91.76
Lisandro Magallán,Pumas UNAM,DF,,ARG,29.0,28.3,0.04,0.0,0.06,0.0,60.7,0.95,0.11,55.0,83.3,90.3,90.1,55.7,66.7,0.18,0.05,0.2,0.08,0.06,0.04,0.11,3.22,0.0,1.27,1.13,5.05,41.66,878.23,373.5,0.11,-0.0,0.0,0.14,0.07,59.82,0.11,29.12,77.56
Nathan Silva,Pumas UNAM,DF,,BRA,26.0,30.5,0.07,0.03,0.06,0.01,68.5,0.82,0.03,46.3,85.9,92.2,91.1,61.6,55.6,0.13,0.11,0.5,0.1,0.06,0.1,0.3,4.13,0.03,0.98,1.15,5.44,42.79,864.56,379.25,0.2,0.03,0.03,0.13,0.13,60.92,0.3,32.79,102.92
Pablo Bennevendo Peña,Pumas UNAM,DF,,MEX,23.0,17.0,0.0,0.12,0.02,0.04,70.5,1.77,0.18,31.3,77.1,88.2,80.0,48.6,45.0,0.06,0.0,0.0,0.05,0.06,0.12,4.0,3.71,0.06,0.82,1.82,5.18,36.59,616.41,251.94,0.76,0.08,0.0,0.18,2.53,59.65,1.18,26.0,51.29
Pablo Monroy,Pumas UNAM,DF,,MEX,21.0,15.7,0.0,0.0,0.02,0.02,25.0,1.02,0.13,50.0,78.8,87.9,85.8,48.5,58.8,0.06,0.0,0.0,0.03,0.04,0.0,3.38,3.5,0.0,0.7,1.15,5.35,35.61,623.25,240.13,0.45,-0.02,0.0,0.19,1.59,54.33,1.08,27.9,91.46
Piero Quispe,Pumas UNAM,MF,,PER,21.0,10.7,0.09,0.0,0.1,0.1,33.3,4.47,0.37,18.2,87.5,93.0,88.1,87.1,60.9,0.47,0.09,0.2,0.09,0.2,0.09,4.67,6.82,0.0,0.93,1.68,6.17,42.62,665.89,181.59,2.15,-0.1,0.37,0.19,0.65,57.48,2.15,39.81,137.2
Rodrigo López,Pumas UNAM,MF,FW,MEX,21.0,10.4,0.1,0.1,0.05,0.05,25.0,2.02,0.1,47.1,78.9,89.0,80.9,63.2,76.7,0.19,0.06,0.5,0.03,0.1,0.19,4.52,4.13,0.0,0.29,1.15,6.15,35.87,641.63,166.73,0.87,0.05,0.0,0.96,2.69,55.29,2.88,31.92,66.92
Rogelio Funes Mori,Pumas UNAM,FW,MF,MEX,32.0,4.9,0.21,0.21,0.26,0.21,0.0,2.68,0.21,52.2,77.7,78.7,84.4,71.4,62.5,0.41,0.09,0.5,0.11,0.47,0.41,4.08,0.82,0.0,0.0,0.0,1.43,14.9,235.92,35.71,1.84,0.0,0.2,0.0,0.41,26.73,1.63,16.33,23.47
Santiago Trigos,Pumas UNAM,MF,,MEX,21.0,6.3,0.0,0.32,0.05,0.05,62.5,2.06,0.32,36.4,85.2,88.6,89.4,71.4,50.0,0.63,0.0,0.0,0.04,0.09,0.32,2.06,6.03,0.0,0.63,3.17,10.32,38.41,694.76,228.73,0.95,0.27,0.0,0.16,0.32,56.03,1.27,29.68,62.38
Ulises Rivas,Pumas UNAM,MF,,MEX,27.0,27.2,0.22,0.07,0.12,0.04,36.8,1.51,0.11,45.1,83.4,86.9,90.2,65.5,46.2,0.37,0.2,0.6,0.11,0.16,0.29,1.65,3.16,0.0,0.66,1.25,3.64,25.55,424.56,119.19,0.62,0.04,0.04,0.18,0.48,39.6,0.48,18.57,33.6
Alan Mozo,Guadalajara,DF,,MEX,26.0,29.6,0.0,0.07,0.04,0.09,57.8,1.79,0.2,46.2,75.6,87.8,77.6,47.4,48.0,0.03,0.0,0.0,0.06,0.13,0.07,6.25,3.55,0.03,0.84,1.82,5.54,41.08,692.64,258.85,1.01,-0.03,0.0,0.54,4.97,66.45,3.45,33.75,87.23
Alejandro Mayorga,Guadalajara,DF,,MEX,26.0,4.4,0.0,0.0,0.13,0.01,50.0,1.6,0.23,60.0,70.3,88.1,69.6,48.9,57.1,0.23,0.0,0.0,0.09,0.14,0.0,4.55,3.64,0.0,0.91,1.36,7.95,38.18,678.18,340.45,0.23,0.0,0.23,0.23,1.82,67.27,1.59,30.23,77.73
Alexis Vega,Guadalajara,FW,,MEX,25.0,4.3,0.23,0.0,0.4,0.08,100.0,3.98,0.0,55.6,70.8,84.7,64.8,62.1,47.1,1.41,0.09,0.17,0.09,0.31,0.23,10.0,2.79,0.0,0.23,0.23,3.95,27.67,470.7,145.12,1.86,-0.09,0.0,0.7,4.65,50.7,3.95,30.93,66.98
Antonio Briseño,Guadalajara,DF,,MEX,29.0,18.3,0.16,0.05,0.05,0.02,70.0,0.49,0.05,65.9,82.2,88.1,86.9,59.1,0.0,0.33,0.21,0.5,0.07,0.07,0.22,0.11,3.44,0.05,1.31,0.44,4.15,36.23,739.07,319.13,0.11,0.04,0.0,0.27,0.05,54.48,0.0,25.63,60.87
Cade Cowell,Guadalajara,FW,,USA,19.0,7.2,0.14,0.0,0.34,0.17,12.5,2.5,0.14,25.0,64.3,83.9,67.7,33.3,48.6,1.11,0.05,0.13,0.12,0.5,0.14,10.97,2.36,0.0,0.42,0.56,3.61,14.03,227.22,50.42,1.25,-0.17,0.42,0.0,3.33,35.83,5.14,27.78,89.03
